               JobID      State ExitCode    Elapsed                 NodeList 
       20213856_96.0  COMPLETED      0:0   00:43:20                     c684 
         20213856_97     FAILED      1:0   00:00:20                     c699 
   20213856_97.batch     FAILED      1:0   00:00:20                     c699 
  20213856_97.extern  COMPLETED      0:0   00:00:20                     c699 
       20213856_97.0 CANCELLED+      0:9   00:00:07                     c699 
       20213856_97.1 CANCELLED+      0:9   00:00:08                     c699 
         20213856_98  COMPLETED      0:0   00:34:40                     c328 
   20213856_98.batch  COMPLETED      0:0   00:34:40                     c328 
  20213856_98.extern  COMPLETED      0:0   00:34:40                     c328 
       20213856_98.0  COMPLETED      0:0   00:34:35                     c328 
         20213856_99  COMPLETED      0:0   00:44:25                     c360 
   20213856_99.batch  COMPLETED      0:0   00:44:25                     c360 
  20213856_99.extern  COMPLETED      0:0   00:44:25                     c360 
       20213856_99.0  COMPLETED      0:0   00:44:20                     c360 
        20213856_100  COMPLETED      0:0   00:42:17                     c684 
  20213856_100.batch  COMPLETED      0:0   00:42:17                     c684 
 20213856_100.extern  COMPLETED      0:0   00:42:17                     c684 
      20213856_100.0  COMPLETED      0:0   00:42:12                     c684 
        20213856_101  COMPLETED      0:0   00:34:08                     c699 
  20213856_101.batch  COMPLETED      0:0   00:34:08                     c699 
 20213856_101.extern  COMPLETED      0:0   00:34:08                     c699 
      20213856_101.0  COMPLETED      0:0   00:34:03                     c699 
        20213856_102     FAILED      1:0   00:00:27                     c566 
  20213856_102.batch     FAILED      1:0   00:00:27                     c566 
 20213856_102.extern  COMPLETED      0:0   00:00:27                     c566 
      20213856_102.0 CANCELLED+      0:9   00:00:07                     c566 
      20213856_102.1     FAILED      1:0   00:00:15                     c566 
        20213856_103  COMPLETED      0:0   00:36:24                     c568 
  20213856_103.batch  COMPLETED      0:0   00:36:24                     c568 
 20213856_103.extern  COMPLETED      0:0   00:36:24                     c568 
      20213856_103.0  COMPLETED      0:0   00:36:19                     c568 
        20213856_104  COMPLETED      0:0   00:35:18                     c568 
  20213856_104.batch  COMPLETED      0:0   00:35:18                     c568 
 20213856_104.extern  COMPLETED      0:0   00:35:18                     c568 
      20213856_104.0  COMPLETED      0:0   00:35:13                     c568 
        20213856_105  COMPLETED      0:0   00:39:29                     c581 
  20213856_105.batch  COMPLETED      0:0   00:39:29                     c581 
 20213856_105.extern  COMPLETED      0:0   00:39:29                     c581 
      20213856_105.0  COMPLETED      0:0   00:39:24                     c581 
        20213856_106  COMPLETED      0:0   00:36:56                     c323 
  20213856_106.batch  COMPLETED      0:0   00:36:56                     c323 
 20213856_106.extern  COMPLETED      0:0   00:36:56                     c323 
      20213856_106.0  COMPLETED      0:0   00:36:52                     c323 
        20213856_107  COMPLETED      0:0   00:38:32                     c323 
  20213856_107.batch  COMPLETED      0:0   00:38:32                     c323 
 20213856_107.extern  COMPLETED      0:0   00:38:32                     c323 
      20213856_107.0  COMPLETED      0:0   00:38:28                     c323 
        20213856_108  COMPLETED      0:0   00:31:55                     c641 
